version: 1.0,published: 04/09/2019,date queried: 03/23/2020,email: robokids@live.ca,grade: 9-12,domains: science,,,,,,
eyelid,science,"9,10,11,12",19,,MC,5,A. She lifted one ____ to see what he was doing. B. By not the merest flicker of an ____ did he betray his interest.,scalpel,celt,*eyelid,carboxyl
fetal,science,"9,10,11,12",19,,MC,5,"A. He was asleep there, curled up in the ____ position. B. The available evidence does not support routine continuous ____ heart rate monitoring during all labours.",pipet,deoxyribose,interferon,*fetal
fructose,science,"9,10,11,12",19,,MC,5,"A. Add orange juice, ground nuts and ____ or honey to oat mixture. B. Satisfy your sweet tooth with natural sugar - ____ - from fruit and berries.",manure,australopithecine,*fructose,triassic
hybridization,science,"9,10,11,12",19,,MC,5,A. Transcript/srRNA ____ signal ratios were compared for the wild-type and mutant strains. B. Low levels of ____ are also detectable in other regions of the spinal cord.,epidermal,*hybridization,barbell,wafer
interbreed,science,"9,10,11,12",19,,MC,5,"A. Since the birds ____ they cannot be classed as different species. B. Although they can be prevailed upon to ____ in captivity, they never do so in the wild.",bask,sarcomere,eyelid,*interbreed
intron,science,"9,10,11,12",19,,MC,5,"A. An image processing category, ____ rich variety of image processing methods. B. To understand ____ 1of human LDL receptor gene, the DNA fragments from exon 1to exon 1and the 3' end of ____ 1were amplified with long chain PCR and anchored PCR.",*intron,nocturnal,artificially,forelimb
karyotype,science,"9,10,11,12",19,,MC,5,A. Objective:A few trisomy 2cells in normal chromosome ____ was been observed for study of the correlation of clinical phenotype and development damage in sick children of Down's syndrome. B. Studies on the ____ and C-band chromosome of ramie.,regulator,fizz,shingle,*karyotype
lamprey,science,"9,10,11,12",19,,MC,5,A. Living ____s have a very similar mechanism. B. The swarming ____s consume not only dead or sickly fish but set upon otherwise healthy ones.,*lamprey,ductile,leech,porosity
legume,science,"9,10,11,12",19,,MC,5,"A. Have the thing of ____ more, food, be like the simplest soyamilk. Soya bean ah etc. B. Any dry, dehiscent fruit, especially a ____ or follicle.",*legume,hybridization,chrysalis,capsid
macroscopic,science,"9,10,11,12",19,,MC,5,A. Our ____ world is precise; it is the domain of classical Newtonian physics. B. The original ____ descriptions were reviewed to ensure that the available slides represented an adequate sampling of significant pathology.,fungal,*macroscopic,acetic,heritable
nonmetallic,science,"9,10,11,12",19,,MC,5,A. Even ____ materials are dangerous to touch at these low temperatures. B. Most metallic and some ____ elements will emit characteristic radiations.,streamline,francium,hexane,*nonmetallic
optics,science,"9,10,11,12",19,,MC,5,A. If such materials became generally available to the ____ industry the payoffs from such a breakthrough would be enormous. B. Einstein's new theory on ____ changed classical scientific ideas about light.,ultrasonic,seamount,phenotypic,*optics
pacemaker,science,"9,10,11,12",19,,MC,5,A. She was fitted with a ____ after suffering serious heart trouble. B. A cardiologist was offered kickbacks by a ____ manufacturer.,hippopotamus,contaminant,*pacemaker,isotonic
protista,science,"9,10,11,12",19,,MC,5,"A. Organisms native to Antarctica include many types of algae, bacteria, fungi, plants, ____, and certain animals, such as mites, nematodes, penguins, seals and tardigrades. B. After their discovery, the kingdom of ____ was then latter subdivided into subkingdoms.",*protista,titration,nucleon,triton
repressor,science,"9,10,11,12",19,,MC,5,"A. The ____ also recognizes sequence-dependent distortion or flexibility of the operator phosphate backbone, conferring specificity even for inaccessible base pairs. B. The ____ gene and its allele-a temperature sensitive mutant have been cloned from the defective prophage PBSX of Bacillus subtilis by means of PCR technique.",transcribe,volcanism,*repressor,yellowish
solvation,science,"9,10,11,12",19,,MC,5,"A. The free energy of ____ is well correlated with the dipole moments of thioxanthine tautomer. B. When ____ or hydration affects bioavailability, appropriate manufacturing and control procedures should be established.",*solvation,humpback,locomotion,alkyl
stoichiometric,science,"9,10,11,12",19,,MC,5,"A. These methods can be divided into ____ methods and path finding methods. B. Combined with ____ method, the diene value in cracking gasoline was determined by Fourier Transform Infrared Spectroscopy at selected wavenumber region.",dissect,butane,*stoichiometric,detritivore
streamline,science,"9,10,11,12",19,,MC,5,A. Can you ____ this kind of airship? B. They're making efforts to ____ their normally cumbersome bureaucracy.,*streamline,overlying,glycerol,bombard
systemic,science,"9,10,11,12",19,,MC,5,A. The current recession is the result of a ____ change within the structure of the country's economy. B. The economy is locked in a ____ crisis.,anthrax,*systemic,lemur,kerosene
tetrapod,science,"9,10,11,12",19,,MC,5,"A. ZnO whisker , the only ____ among all kinds of whiskers, possesses good comprehensive properties. B. The report says the footprints of the ____ measure up to 2centimeters (1inches) wide, which scientists say is indicative of an animal around 2.meters (7.feet) in length.",*tetrapod,transmutation,gastric,liquid's
adhesive,science,"9,10,11,12",18,,MC,5,A. Use a good waterproof ____ in addition to the screws. B. You'll need a/some strong ____ to mend that chair.,guanine,spatula,acetate,*adhesive
bivalve,science,"9,10,11,12",18,,MC,5,"A. Of the two, the ____ molluscs are much the most significant in the sea today. B. Most ____ fossils are a few centimetres long; the ideal size for collecting.",hookworm,pinhole,*bivalve,nucleon
carcinogen,science,"9,10,11,12",18,,MC,5,"A. Cadmium is a ____ that can also damage the kidneys. B. Lipsticks contain the ____ Polymethyl Methacrylate, among others.",cottonwood,*carcinogen,theorize,diarrhea
commercially,science,"9,10,11,12",18,,MC,5,A. The project is no longer ____ viable . B. The play was the first ____ successful work dealing explicitly with homosexuality.,*commercially,unsustainable,meltdown,insecticide
contaminant,science,"9,10,11,12",18,,MC,5,A. The technology exists to remove all of these ____s through filtration. B. ____s found in poultry will also be found in their eggs.,*contaminant,sublevel,measles,millibar
copepod,science,"9,10,11,12",18,,MC,5,"A. Thus, our data of Calanoid ____ species richness, abundance, diversity index and shelf-offshore occurrence of dominant species show obvious community succession from shelf to offshore waters. B. Imperceptibly the yellow balloon and the yellow ____ mingle with the music in my mind, the balloon representing the globe on which ____s play such a prominent ecological role.",convergence,polarization,macrophages,*copepod
crosscutting,science,"9,10,11,12",18,,MC,5,"A. Its art is placed in a matrix of transnational contacts, ____ social categories, and political ideologies. B. Since most systems include ____ concerns, it's no surprise that a few techniques have emerged to modularize their implementation.",radiocarbon,thorax,myosin,*crosscutting
detection,science,"9,10,11,12",18,,MC,5,A. Our aim is the early ____ and treatment of all cancers. B. Early ____ of the disease is vital.,fungal,basal,constrict,*detection
disaccharide,science,"9,10,11,12",18,,MC,5,A. The ____ trehalose under stress conditions and the ____ could protect the biological moleculars from denaturing. B. Results The ____ in the RV enteritis is obviously increase.,*disaccharide,kiwi,polonium,corrode
ectoderm,science,"9,10,11,12",18,,MC,5,"A. The ____ anterior to the primitive streak forms the neural plate which is slightly indented along the midline. B. Furthermore, injections into the mesoderm or ____ require going through the endoderm layer.",lactose,electrostatic,detectable,*ectoderm
endoderm,science,"9,10,11,12",18,,MC,5,"A. HGF could promote the differentiation of ESC into ____ , and more likely into myocardium. B. Liver origins from ____ and is an important hematopoietic organ in embryo.",anthropogenic,anion,headlight,*endoderm
energize,science,"9,10,11,12",18,,MC,5,"A. He helped ____ and mobilize millions of people around the nation. B. Now Magic will revitalize, ____ and galvanize this group.",irregularly,tubelike,*energize,groin
fragmentation,science,"9,10,11,12",18,,MC,5,"A. The ____ of the separation, this is you want to end. B. It was partly the ____ of the opposition which helped to get the Republicans re-elected.",*fragmentation,induce,triphosphate,egret
gibberellin,science,"9,10,11,12",18,,MC,5,A. This research is to understand if ____ (GA) treatment on Alstroemeria promotes flowering or growth. B. Study on the priming action of ____ and kinetin contained in the digested residual.,mesh,*gibberellin,ductility,aroma
immature,science,"9,10,11,12",18,,MC,5,"A. Lord Kierton 's going to say I'm being ____ again. B. The mark of the ____ man is that he wants to die nobly for a cause, while the mark of the mature man is that he wants to live humbly for one.",centromere,*immature,energize,buffer
internally,science,"9,10,11,12",18,,MC,5,A. He was ____ disturbed to hear of her illness. B. A great deal has been done ____ to remedy the situation.,porosity,isomers,*internally,scalpel
jawless,science,"9,10,11,12",18,,MC,5,"A. The earliest fossil vertebrates belong to a group called the Agnatha or ____ vertebrates. B. When the fossilized lamprey lived, there were probably many types of ____ vertebrates.",*jawless,hornblende,tubules,transuranium
keratin,science,"9,10,11,12",18,,MC,5,A. Objective To evaluate the toxicity of chicken calamus ____ ( CCK ) conduit as a tissue - engineered scaffold material. B. Objective : To clone human anti - ____ antibodies from semisynthetic phage antibody library.,heritable,*keratin,dryness,nasal
keystone,science,"9,10,11,12",18,,MC,5,A. Changes to the welfare system are the ____ of the government's reforms. B. Keeping inflation low is the ____ of their economic policy.,superconductor,dowel,handlebar,*keystone
larval,science,"9,10,11,12",18,,MC,5,"A. These tracheoles may be termed the ____ or provisional tracheoles, and they extend in bundles into the developing lacunae. B. It always breeds in a ____ condition, its external gills growing into great branching bushes on either side of its neck.",convergence,visibility,*larval,dependency
lytic,science,"9,10,11,12",18,,MC,5,"A. Consequently, the ____ activity of faecal water was decreased. Dietary phosphate did not interfere with these intestinal effects of calcium. B. Aneurysmal bone cysts present as expansile ____ lesions with septations and sclerotic margins.",subdivision,liquid's,*lytic,abdominal
migratory,science,"9,10,11,12",18,,MC,5,A. Many ____ birds visit this lake annually. B. The trend is particularly prevalent among ____ birds.,*migratory,hominin,molar,meltwater
monochromatic,science,"9,10,11,12",18,,MC,5,"A. Given the ____ melodrama of modern country music, versatility may not be the correct answer. B. For this new publication, Scully has created eight ____ etchings which will be shown with related studies and four new paintings.",opossum,optic,overproduction,*monochromatic
monotreme,science,"9,10,11,12",18,,MC,5,A. A ____ is a animal that lays eggs and suckles its young. B. The genetic sequence of this Aussie ____ (a type of mammal) is detailed in the May issue of the journal Nature.,interstellar,gastrula,*monotreme,covalently
municipality,science,"9,10,11,12",18,,MC,5,"A. The ____ provides services such as electricity, water and rubbish collection. B. Water pumping by the ____ stopped.",*municipality,alignment,electroscope,legume
